time,baseline_rate,modified_rate
0.0,0.0,0.0
0.20408163265306122,0.019801326693935565,0.021781459363329123
0.4081632653061224,0.03878217482353239,0.04266039230588563
0.6122448979591837,0.05678713858090368,0.06246585243900405
0.8163265306122449,0.07384048418261834,0.08122453260088017
1.0204081632653061,0.08996609988905026,0.09896270987795529
1.2244897959183674,0.10518749999999999,0.11570624999999999
1.4285714285714286,0.1195278508955543,0.13148063598510973
1.6326530612244898,0.1330099960083138,0.14631099560914518
1.836734693877551,0.145656379271293,0.1602220171984223
2.0408163265306123,0.1574890594669716,0.17323796541366876
2.2448979591836737,0.16852972444243675,0.18538269688668042
2.4489795918367347,0.17879970455817992,0.1966796749939979
2.6530612244897958,0.18831998621195503,0.20715198483315053
2.857142857142857,0.19711122526863732,0.21682234779550105
3.0612244897959187,0.2051937613888546,0.22571313752774007
3.2653061224489793,0.2125876312185219,0.2338463943403741
3.469387755102041,0.21931258142789955,0.2412438395706895
3.673469387755102,0.2253880815889507,0.24792688974784577
3.877551020408163,0.2308333278373729,0.2540166606211102
4.081632653061225,0.23566725633365848,0.25959398196702433
4.285714285714286,0.23990854758499608,0.2647394023434957
4.4897959183673475,0.24357562951791952,0.26953319246971147
4.6938775510204085,0.2466866804356123,0.27395534847917353
4.8979591836734695,0.2492596327061685,0.27808559597678535
5.102040816326531,0.2513121742370835,0.28194339166079185
5.3061224489795915,0.2528617517370168,0.2855479269107185
5.510204081632653,0.2539255727858584,0.28891813006444424
5.714285714285714,0.2545206077764898,0.2919726685541388
5.918367346938775,0.2546635925704234,0.29472995182746574
6.122448979591837,0.2543710319636853,0.29720813516005383
6.326530612244898,0.2536592029932451,0.2994251232925696
6.530612244897959,0.2525441569908846,0.30139957268997306
6.73469387755102,0.25104172147008315,0.30314589361709146
6.938775510204081,0.24916850183786108,0.3046783519916472
7.142857142857143,0.2469408830015845,0.30600997130174295
7.346938775510204,0.24437493184584307,0.3071542250304274
7.551020408163265,0.24148639965386443,0.30812403961925087
7.755102040816327,0.23829082439944137,0.3089319068393855
7.959183673469388,0.23480343293491058,0.30958977622840164
8.16326530612245,0.2310391431037684,0.31010905741414524
8.36734693877551,0.2270125657637389,0.3104998223401128
8.571428571428571,0.22273799775487062,0.3107717975303577
8.775510204081632,0.21822942474924665,0.3109333672241713
8.979591836734695,0.2135005239542322,0.3109925763496554
9.183673469387755,0.20856466672545876,0.3109571333980046
9.387755102040817,0.2034349220170452,0.3108342142187497
9.591836734693878,0.19812405972393427,0.3106304656963277
9.795918367346939,0.1926445549729346,0.31035201047022806
10.0,0.18700859196964938,0.3099994511666143
